course,group,subgroup,day,time,week_type,subject
1 курс,1 группа,1,Вторник,11:30-13:05,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,1 группа,1,Вторник,11:30-13:05,Знаменатель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,1 группа,1,Вторник,13:25-15:00,Числитель,Математический анализ доц. Некрасова Н.Н. 307П
1 курс,1 группа,1,Вторник,13:25-15:00,Знаменатель,Математический анализ доц. Некрасова Н.Н. 307П
1 курс,1 группа,1,Вторник,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,1 группа,1,Вторник,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,1 группа,1,Вторник,9:45 - 11:20,Числитель,АиСД ст.преп. Нужных А.В. 385
1 курс,1 группа,1,Понедельник,11:30-13:05,Числитель,Дискретная математика доц. Попов М.И. 477
1 курс,1 группа,1,Понедельник,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,1 группа,1,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,1 группа,1,Понедельник,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,1 группа,1,Понедельник,16:55-18:30,Числитель,Ин.яз. преп. Семенов В.П. 309П
1 курс,1 группа,1,Понедельник,9:45 - 11:20,Числитель,История России доц. Лавлинский С.А. 292
1 курс,1 группа,1,Понедельник,9:45 - 11:20,Знаменатель,История России доц. Лавлинский С.А. 292
1 курс,1 группа,1,Пятница,11:30-13:05,Числитель,Дискретная математика доц. Попов М.И. 307П
1 курс,1 группа,1,Пятница,11:30-13:05,Знаменатель,Web-техн. ст.преп. Ермаков М.В. 387
1 курс,1 группа,1,Пятница,13:25-15:00,Знаменатель,Ин.яз. преп. Семенов В.П. 301П
1 курс,1 группа,1,Пятница,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,1 группа,1,Пятница,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,1 группа,1,Пятница,9:45 - 11:20,Числитель,АиСД ст.преп. Нужных А.В. 297
1 курс,1 группа,1,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,1 группа,1,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,1 группа,1,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,1 группа,1,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,1 группа,1,Среда,18:40-20:00,Числитель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,1 группа,1,Среда,18:40-20:00,Знаменатель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,1 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,1 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,1 группа,1,Суббота,13:25-15:00,Числитель,Основы права и противодействие противоправному поведению преп. Лаврёнов Н.А. (ДО)
1 курс,1 группа,1,Суббота,18:40-20:00,Знаменатель,Яндекс
1 курс,1 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,1 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,1 группа,1,Четверг,11:30-13:05,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 305П
1 курс,1 группа,1,Четверг,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 305П
1 курс,1 группа,1,Четверг,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,1 группа,1,Четверг,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,1 группа,1,Четверг,15:10-16:45,Числитель,Введение в специальность доц. Крыловецкий А.А. 479
1 курс,1 группа,1,Четверг,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,1 группа,1,Четверг,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,1 группа,1,Четверг,9:45 - 11:20,Числитель,Ин.яз. преп. Семенов В.П. 308П
1 курс,1 группа,1,Четверг,9:45 - 11:20,Знаменатель,Язык Си доц. Чернышов М.К. 314П
1 курс,1 группа,2,Вторник,11:30-13:05,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,1 группа,2,Вторник,11:30-13:05,Знаменатель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,1 группа,2,Вторник,13:25-15:00,Числитель,Математический анализ доц. Некрасова Н.Н. 307П
1 курс,1 группа,2,Вторник,13:25-15:00,Знаменатель,Математический анализ доц. Некрасова Н.Н. 307П
1 курс,1 группа,2,Вторник,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,1 группа,2,Вторник,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,1 группа,2,Вторник,8:00 - 9:35,Числитель,Язык Си доц. Чернышов М.К. 382
1 курс,1 группа,2,Вторник,8:00 - 9:35,Знаменатель,АиСД ст.преп. Нужных А.В. 385
1 курс,1 группа,2,Вторник,9:45 - 11:20,Числитель,АиСД ст.преп. Нужных А.В. 385
1 курс,1 группа,2,Вторник,9:45 - 11:20,Знаменатель,Web-техн. ст.преп. Ермаков М.В. 387
1 курс,1 группа,2,Понедельник,11:30-13:05,Числитель,Дискретная математика доц. Попов М.И. 477
1 курс,1 группа,2,Понедельник,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,1 группа,2,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,1 группа,2,Понедельник,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,1 группа,2,Понедельник,9:45 - 11:20,Числитель,История России доц. Лавлинский С.А. 292
1 курс,1 группа,2,Понедельник,9:45 - 11:20,Знаменатель,История России доц. Лавлинский С.А. 292
1 курс,1 группа,2,Пятница,11:30-13:05,Числитель,Дискретная математика доц. Попов М.И. 307П
1 курс,1 группа,2,Пятница,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,1 группа,2,Пятница,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,1 группа,2,Пятница,9:45 - 11:20,Числитель,Ин.яз. преп. Семенов В.П. 308П
1 курс,1 группа,2,Пятница,9:45 - 11:20,Знаменатель,Ин.яз. преп. Семенов В.П. 303П
1 курс,1 группа,2,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,1 группа,2,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,1 группа,2,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,1 группа,2,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,1 группа,2,Среда,18:40-20:00,Числитель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,1 группа,2,Среда,18:40-20:00,Знаменатель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,1 группа,2,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,1 группа,2,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,1 группа,2,Суббота,13:25-15:00,Числитель,Основы права и противодействие противоправному поведению преп. Лаврёнов Н.А. (ДО)
1 курс,1 группа,2,Суббота,18:40-20:00,Знаменатель,Иностранный язык
1 курс,1 группа,2,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,1 группа,2,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,1 группа,2,Четверг,11:30-13:05,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 305П
1 курс,1 группа,2,Четверг,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 305П
1 курс,1 группа,2,Четверг,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,1 группа,2,Четверг,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,1 группа,2,Четверг,15:10-16:45,Числитель,Введение в специальность доц. Крыловецкий А.А. 479
1 курс,1 группа,2,Четверг,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,1 группа,2,Четверг,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,1 группа,2,Четверг,9:45 - 11:20,Знаменатель,Ин.яз. преп. Семенов В.П. 308П
1 курс,10 группа,1,Вторник,11:30-13:05,Числитель,ТФКП доц. Некрасова Н.Н. 305П
1 курс,10 группа,1,Вторник,11:30-13:05,Знаменатель,ТФКП доц. Некрасова Н.Н. 305П
1 курс,10 группа,1,Вторник,13:25-15:00,Числитель,ДМ ст.преп. Толкачев А.В. 305П
1 курс,10 группа,1,Вторник,13:25-15:00,Знаменатель,ДМ ст.преп. Толкачев А.В. 305П
1 курс,10 группа,1,Вторник,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,10 группа,1,Вторник,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,10 группа,1,Вторник,8:00 - 9:35,Числитель,Ин.яз. доц. Барабушка И.А. 309П
1 курс,10 группа,1,Понедельник,11:30-13:05,Знаменатель,АиСД асс. Миронова А.С. 316П
1 курс,10 группа,1,Понедельник,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 479
1 курс,10 группа,1,Понедельник,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 479
1 курс,10 группа,1,Понедельник,8:00 - 9:35,Числитель,Экономика и финансовая грамотность доц. Павлова Е.А. 292
1 курс,10 группа,1,Понедельник,8:00 - 9:35,Знаменатель,Экономика и финансовая грамотность доц. Павлова Е.А. 292
1 курс,10 группа,1,Понедельник,9:45 - 11:20,Числитель,ТФКП доц. Сирота Е.А. 505П
1 курс,10 группа,1,Понедельник,9:45 - 11:20,Знаменатель,Экономика и финансовая грамотность доц. Павлова Е.А. 505П
1 курс,10 группа,1,Пятница,11:30-13:05,Числитель,Ин.яз. доц. Барабушка И.А. 309П
1 курс,10 группа,1,Пятница,11:30-13:05,Знаменатель,Ин.яз. доц. Барабушка И.А. 309П
1 курс,10 группа,1,Пятница,13:25-15:00,Числитель,МиО доц. Михин Е.А. 381
1 курс,10 группа,1,Пятница,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,10 группа,1,Пятница,8:00 - 9:35,Числитель,МиО доц. Михин Е.А. 505П
1 курс,10 группа,1,Пятница,8:00 - 9:35,Знаменатель,МиО доц. Михин Е.А. 505П
1 курс,10 группа,1,Пятница,9:45 - 11:20,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 505П
1 курс,10 группа,1,Пятница,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 505П
1 курс,10 группа,1,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,10 группа,1,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,10 группа,1,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,10 группа,1,Среда,18:40-20:00,Числитель,Аппаратные средства вычислительной техники доц. Толстобров А.П. (ДО)
1 курс,10 группа,1,Среда,18:40-20:00,Знаменатель,Аппаратные средства вычислительной техники доц. Толстобров А.П. (ДО)
1 курс,10 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,10 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,10 группа,1,Суббота,15:10-16:45,Числитель,История России преп. Киселёва М.В. (ДО)
1 курс,10 группа,1,Суббота,15:10-16:45,Знаменатель,История России преп. Киселёва М.В. (ДО)
1 курс,10 группа,1,Суббота,8:00 - 9:35,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,10 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,10 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,10 группа,1,Четверг,11:30-13:05,Числитель,Web-техн. асс. Соколов В.А. 382
1 курс,10 группа,1,Четверг,11:30-13:05,Знаменатель,АиСД асс. Миронова А.С. 316П
1 курс,10 группа,1,Четверг,13:25-15:00,Числитель,Физическая культура и спорт
1 курс,10 группа,1,Четверг,13:25-15:00,Знаменатель,Физическая культура и спорт
1 курс,10 группа,1,Четверг,8:00 - 9:35,Числитель,АСВТ доц. Ветохин В.В. 385
1 курс,10 группа,1,Четверг,8:00 - 9:35,Знаменатель,АСВТ доц. Ветохин В.В. 385
1 курс,10 группа,1,Четверг,9:45 - 11:20,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 479
1 курс,10 группа,1,Четверг,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 479
1 курс,10 группа,2,Вторник,11:30-13:05,Числитель,ТФКП доц. Некрасова Н.Н. 305П
1 курс,10 группа,2,Вторник,11:30-13:05,Знаменатель,ТФКП доц. Некрасова Н.Н. 305П
1 курс,10 группа,2,Вторник,13:25-15:00,Числитель,ДМ ст.преп. Толкачев А.В. 305П
1 курс,10 группа,2,Вторник,13:25-15:00,Знаменатель,ДМ ст.преп. Толкачев А.В. 305П
1 курс,10 группа,2,Вторник,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,10 группа,2,Вторник,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,10 группа,2,Вторник,8:00 - 9:35,Знаменатель,Ин.яз. доц. Барабушка И.А. 308П
1 курс,10 группа,2,Понедельник,11:30-13:05,Знаменатель,АиСД асс. Миронова А.С. 316П
1 курс,10 группа,2,Понедельник,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 479
1 курс,10 группа,2,Понедельник,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 479
1 курс,10 группа,2,Понедельник,8:00 - 9:35,Числитель,Экономика и финансовая грамотность доц. Павлова Е.А. 292
1 курс,10 группа,2,Понедельник,8:00 - 9:35,Знаменатель,Экономика и финансовая грамотность доц. Павлова Е.А. 292
1 курс,10 группа,2,Понедельник,9:45 - 11:20,Числитель,ТФКП доц. Сирота Е.А. 505П
1 курс,10 группа,2,Понедельник,9:45 - 11:20,Знаменатель,Экономика и финансовая грамотность доц. Павлова Е.А. 505П
1 курс,10 группа,2,Пятница,11:30-13:05,Знаменатель,Web-техн. асс. Соколов В.А. 291
1 курс,10 группа,2,Пятница,13:25-15:00,Числитель,Ин.яз. доц. Барабушка И.А. 308П
1 курс,10 группа,2,Пятница,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,10 группа,2,Пятница,8:00 - 9:35,Числитель,МиО доц. Михин Е.А. 505П
1 курс,10 группа,2,Пятница,8:00 - 9:35,Знаменатель,МиО доц. Михин Е.А. 505П
1 курс,10 группа,2,Пятница,9:45 - 11:20,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 505П
1 курс,10 группа,2,Пятница,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 505П
1 курс,10 группа,2,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,10 группа,2,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,10 группа,2,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,10 группа,2,Среда,18:40-20:00,Числитель,Аппаратные средства вычислительной техники доц. Толстобров А.П. (ДО)
1 курс,10 группа,2,Среда,18:40-20:00,Знаменатель,Аппаратные средства вычислительной техники доц. Толстобров А.П. (ДО)
1 курс,10 группа,2,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,10 группа,2,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,10 группа,2,Суббота,15:10-16:45,Числитель,История России преп. Киселёва М.В. (ДО)
1 курс,10 группа,2,Суббота,15:10-16:45,Знаменатель,История России преп. Киселёва М.В. (ДО)
1 курс,10 группа,2,Суббота,8:00 - 9:35,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,10 группа,2,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,10 группа,2,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,10 группа,2,Четверг,11:30-13:05,Числитель,Ин.яз. доц. Барабушка И.А. 301П
1 курс,10 группа,2,Четверг,11:30-13:05,Знаменатель,АиСД асс. Миронова А.С. 316П
1 курс,10 группа,2,Четверг,13:25-15:00,Числитель,Физическая культура и спорт
1 курс,10 группа,2,Четверг,13:25-15:00,Знаменатель,Физическая культура и спорт
1 курс,10 группа,2,Четверг,15:10-16:45,Числитель,МиО доц. Михин Е.А. 301П
1 курс,10 группа,2,Четверг,8:00 - 9:35,Числитель,АСВТ доц. Ветохин В.В. 385
1 курс,10 группа,2,Четверг,8:00 - 9:35,Знаменатель,АСВТ доц. Ветохин В.В. 385
1 курс,10 группа,2,Четверг,9:45 - 11:20,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 479
1 курс,10 группа,2,Четверг,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 479
1 курс,11 группа,1,Вторник,11:30-13:05,Числитель,Математический анализ ст.преп. Пашкевич А.А. 505П
1 курс,11 группа,1,Вторник,11:30-13:05,Знаменатель,Математический анализ ст.преп. Пашкевич А.А. 505П
1 курс,11 группа,1,Вторник,13:25-15:00,Числитель,Web-техн. асс. Тырнов Ю.О. 293
1 курс,11 группа,1,Вторник,13:25-15:00,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. 384
1 курс,11 группа,1,Вторник,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,11 группа,1,Вторник,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,11 группа,1,Вторник,9:45 - 11:20,Знаменатель,Ин.яз. преп. Гафарова М.Х. 305П
1 курс,11 группа,1,Понедельник,11:30-13:05,Числитель,Линейная алгебра доц. Атанов А.В. 380
1 курс,11 группа,1,Понедельник,11:30-13:05,Знаменатель,Линейная алгебра доц. Атанов А.В. 380
1 курс,11 группа,1,Понедельник,13:25-15:00,Числитель,Аппаратные средства вычислительной техники доц. Ветохин В.В. 505П
1 курс,11 группа,1,Понедельник,13:25-15:00,Знаменатель,Аппаратные средства вычислительной техники доц. Ветохин В.В. 380
1 курс,11 группа,1,Понедельник,15:10-16:45,Числитель,МиО доц. Михин Е.А. 301П
1 курс,11 группа,1,Понедельник,8:00 - 9:35,Числитель,Линейная алгебра доц. Атанов А.В. 380
1 курс,11 группа,1,Понедельник,8:00 - 9:35,Знаменатель,Линейная алгебра доц. Атанов А.В. 380
1 курс,11 группа,1,Понедельник,9:45 - 11:20,Числитель,Дискретная математика доц. Попов М.И. 307П
1 курс,11 группа,1,Понедельник,9:45 - 11:20,Знаменатель,Дискретная математика доц. Попов М.И. 307П
1 курс,11 группа,1,Пятница,11:30-13:05,Числитель,Математический анализ ст.преп. Пашкевич А.А. 292
1 курс,11 группа,1,Пятница,11:30-13:05,Знаменатель,АСВТ доц. Ветохин В.В. 295
1 курс,11 группа,1,Пятница,13:25-15:00,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. 382
1 курс,11 группа,1,Пятница,15:10-16:45,Числитель,"Русский язык для иностранцев, главный корпус ВГУ, ауд. 307П"
1 курс,11 группа,1,Пятница,16:55-18:30,Числитель,"Русский язык для иностранцев, главный корпус ВГУ, ауд. 307П"
1 курс,11 группа,1,Пятница,16:55-18:30,Знаменатель,"Русский язык для иностранцев, главный корпус ВГУ, ауд. 307П"
1 курс,11 группа,1,Пятница,8:00 - 9:35,Числитель,МиО доц. Михин Е.А. 505П
1 курс,11 группа,1,Пятница,8:00 - 9:35,Знаменатель,МиО доц. Михин Е.А. 505П
1 курс,11 группа,1,Пятница,9:45 - 11:20,Числитель,Дискретная математика доц. Попов М.И. 292
1 курс,11 группа,1,Пятница,9:45 - 11:20,Знаменатель,Дискретная математика доц. Попов М.И. 292
1 курс,11 группа,1,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,11 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,11 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,11 группа,1,Суббота,13:25-15:00,Числитель,Правовые и организационные основы противодействия противоправному поведению доц. Владимирова Ю.К. (ДО)
1 курс,11 группа,1,Суббота,13:25-15:00,Знаменатель,Правовые и организационные основы противодействия противоправному поведению доц. Владимирова Ю.К. (ДО)
1 курс,11 группа,1,Суббота,8:00 - 9:35,Числитель,История России преп. Киселёва М.В. (ДО)
1 курс,11 группа,1,Суббота,8:00 - 9:35,Знаменатель,История России преп. Киселёва М.В. (ДО)
1 курс,11 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,11 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,11 группа,1,Четверг,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,11 группа,1,Четверг,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,11 группа,1,Четверг,16:55-18:30,Числитель,Математический анализ ст.преп. Некипелов Е.А. 305П
1 курс,11 группа,1,Четверг,16:55-18:30,Знаменатель,Математический анализ ст.преп. Некипелов Е.А. 305П
1 курс,11 группа,1,Четверг,18:40-20:00,Числитель,Ин.яз. преп. Гафарова М.Х. 308П
1 курс,11 группа,1,Четверг,18:40-20:00,Знаменатель,Математический анализ ст.преп. Некипелов Е.А. 305П
1 курс,12 группа,1,Вторник,11:30-13:05,Числитель,Математический анализ ст.преп. Пашкевич А.А. 505П
1 курс,12 группа,1,Вторник,11:30-13:05,Знаменатель,Математический анализ ст.преп. Пашкевич А.А. 505П
1 курс,12 группа,1,Вторник,13:25-15:00,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. 384
1 курс,12 группа,1,Вторник,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,12 группа,1,Вторник,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,12 группа,1,Вторник,9:45 - 11:20,Числитель,Ин.яз. преп. Гафарова М.Х. 301П
1 курс,12 группа,1,Вторник,9:45 - 11:20,Знаменатель,МиО доц. Михин Е.А. 301П
1 курс,12 группа,1,Понедельник,11:30-13:05,Числитель,Линейная алгебра доц. Атанов А.В. 380
1 курс,12 группа,1,Понедельник,11:30-13:05,Знаменатель,Линейная алгебра доц. Атанов А.В. 380
1 курс,12 группа,1,Понедельник,13:25-15:00,Числитель,Аппаратные средства вычислительной техники доц. Ветохин В.В. 505П
1 курс,12 группа,1,Понедельник,13:25-15:00,Знаменатель,Аппаратные средства вычислительной техники доц. Ветохин В.В. 380
1 курс,12 группа,1,Понедельник,8:00 - 9:35,Числитель,Линейная алгебра доц. Атанов А.В. 380
1 курс,12 группа,1,Понедельник,8:00 - 9:35,Знаменатель,Линейная алгебра доц. Атанов А.В. 380
1 курс,12 группа,1,Понедельник,9:45 - 11:20,Числитель,Дискретная математика доц. Попов М.И. 307П
1 курс,12 группа,1,Понедельник,9:45 - 11:20,Знаменатель,Дискретная математика доц. Попов М.И. 307П
1 курс,12 группа,1,Пятница,11:30-13:05,Числитель,Математический анализ ст.преп. Пашкевич А.А. 292
1 курс,12 группа,1,Пятница,11:30-13:05,Знаменатель,АСВТ доц. Ветохин В.В. 295
1 курс,12 группа,1,Пятница,15:10-16:45,Числитель,"Русский язык для иностранцев, главный корпус ВГУ, ауд. 307П"
1 курс,12 группа,1,Пятница,16:55-18:30,Числитель,"Русский язык для иностранцев, главный корпус ВГУ, ауд. 307П"
1 курс,12 группа,1,Пятница,16:55-18:30,Знаменатель,"Русский язык для иностранцев, главный корпус ВГУ, ауд. 307П"
1 курс,12 группа,1,Пятница,8:00 - 9:35,Числитель,МиО доц. Михин Е.А. 505П
1 курс,12 группа,1,Пятница,8:00 - 9:35,Знаменатель,МиО доц. Михин Е.А. 505П
1 курс,12 группа,1,Пятница,9:45 - 11:20,Числитель,Дискретная математика доц. Попов М.И. 292
1 курс,12 группа,1,Пятница,9:45 - 11:20,Знаменатель,Дискретная математика доц. Попов М.И. 292
1 курс,12 группа,1,Среда,11:30-13:05,Числитель,ВУЦ
1 курс,12 группа,1,Среда,11:30-13:05,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,13:25-15:00,Числитель,ВУЦ
1 курс,12 группа,1,Среда,13:25-15:00,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,15:10-16:45,Числитель,ВУЦ
1 курс,12 группа,1,Среда,15:10-16:45,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,16:55-18:30,Числитель,ВУЦ
1 курс,12 группа,1,Среда,16:55-18:30,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,18:40-20:00,Числитель,ВУЦ
1 курс,12 группа,1,Среда,18:40-20:00,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,20:10-21:30,Числитель,ВУЦ
1 курс,12 группа,1,Среда,20:10-21:30,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,8:00 - 9:35,Числитель,ВУЦ
1 курс,12 группа,1,Среда,8:00 - 9:35,Знаменатель,ВУЦ
1 курс,12 группа,1,Среда,9:45 - 11:20,Числитель,ВУЦ
1 курс,12 группа,1,Среда,9:45 - 11:20,Знаменатель,ВУЦ
1 курс,12 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,12 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,12 группа,1,Суббота,13:25-15:00,Числитель,Правовые и организационные основы противодействия противоправному поведению доц. Владимирова Ю.К. (ДО)
1 курс,12 группа,1,Суббота,13:25-15:00,Знаменатель,Правовые и организационные основы противодействия противоправному поведению доц. Владимирова Ю.К. (ДО)
1 курс,12 группа,1,Суббота,8:00 - 9:35,Числитель,История России преп. Киселёва М.В. (ДО)
1 курс,12 группа,1,Суббота,8:00 - 9:35,Знаменатель,История России преп. Киселёва М.В. (ДО)
1 курс,12 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,12 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,12 группа,1,Четверг,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,12 группа,1,Четверг,15:10-16:45,Знаменатель,Физическая культура и спорт
