course,group,subgroup,day,time,week_type,subject
1 курс,3 группа,1,Среда,18:40-20:00,Числитель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,3 группа,1,Среда,18:40-20:00,Знаменатель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,3 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,1,Суббота,13:25-15:00,Знаменатель,Ин.яз. преп. Землянухина В.А. (ДО)
1 курс,3 группа,1,Суббота,18:40-20:00,Знаменатель,Физическая культура и спорт
1 курс,3 группа,1,Суббота,8:00 - 9:35,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,1,Суббота,8:00 - 9:35,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,3 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,3 группа,1,Четверг,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,3 группа,1,Четверг,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,3 группа,1,Четверг,15:10-16:45,Числитель,Введение в специальность доц. Крыловецкий А.А. 479
1 курс,3 группа,1,Четверг,15:10-16:45,Знаменатель,АиСД асс. Дорохов Д.И. 316П
1 курс,3 группа,1,Четверг,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,3 группа,1,Четверг,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,3 группа,2,Вторник,11:30-13:05,Знаменатель,Ин.яз. преп. Землянухина В.А. 381
1 курс,3 группа,2,Вторник,13:25-15:00,Числитель,Ин.яз. преп. Землянухина В.А. 309П
1 курс,3 группа,2,Вторник,13:25-15:00,Знаменатель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,3 группа,2,Вторник,15:10-16:45,Числитель,Математический анализ доц. Некрасова Н.Н. 305П
1 курс,3 группа,2,Вторник,15:10-16:45,Знаменатель,Математический анализ доц. Некрасова Н.Н. 305П
1 курс,3 группа,2,Вторник,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,3 группа,2,Вторник,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,3 группа,2,Вторник,9:45 - 11:20,Знаменатель,Ин.яз. преп. Землянухина В.А. 381
1 курс,3 группа,2,Понедельник,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,3 группа,2,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,3 группа,2,Понедельник,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,3 группа,2,Понедельник,8:00 - 9:35,Числитель,Дискретная математика доц. Попов М.И. 505П
1 курс,3 группа,2,Понедельник,8:00 - 9:35,Знаменатель,Дискретная математика доц. Попов М.И. 505П
1 курс,3 группа,2,Понедельник,9:45 - 11:20,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,3 группа,2,Понедельник,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,3 группа,2,Пятница,11:30-13:05,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,3 группа,2,Пятница,11:30-13:05,Знаменатель,Язык Си асс. Фролова В.В. 384
1 курс,3 группа,2,Пятница,13:25-15:00,Числитель,Web-техн. асс. Соколов В.А. 387
1 курс,3 группа,2,Пятница,13:25-15:00,Знаменатель,АиСД асс. Дорохов Д.И. 384
1 курс,3 группа,2,Пятница,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,3 группа,2,Пятница,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,3 группа,2,Пятница,9:45 - 11:20,Знаменатель,Основы права и противодействие противоправному поведению преп. Лаврёнов Н.А. 307П
1 курс,3 группа,2,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,3 группа,2,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,3 группа,2,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,3 группа,2,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,3 группа,2,Среда,18:40-20:00,Числитель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,3 группа,2,Среда,18:40-20:00,Знаменатель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,3 группа,2,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,2,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,2,Суббота,8:00 - 9:35,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,2,Суббота,8:00 - 9:35,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,3 группа,2,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,3 группа,2,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,3 группа,2,Четверг,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,3 группа,2,Четверг,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,3 группа,2,Четверг,15:10-16:45,Числитель,Введение в специальность доц. Крыловецкий А.А. 479
1 курс,3 группа,2,Четверг,15:10-16:45,Знаменатель,АиСД асс. Дорохов Д.И. 316П
1 курс,3 группа,2,Четверг,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,3 группа,2,Четверг,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,4 группа,1,Вторник,13:25-15:00,Числитель,Физическая культура и спорт
1 курс,4 группа,1,Вторник,13:25-15:00,Знаменатель,Физическая культура и спорт
1 курс,4 группа,1,Вторник,15:10-16:45,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 383
1 курс,4 группа,1,Вторник,15:10-16:45,Знаменатель,АиСД асс. Чиркин А.Ю. 291
1 курс,4 группа,1,Вторник,16:55-18:30,Числитель,АиСД асс. Чиркин А.Ю. 291
1 курс,4 группа,1,Вторник,16:55-18:30,Знаменатель,Web-техн. асс. Соколов В.А. 387
1 курс,4 группа,1,Понедельник,11:30-13:05,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,4 группа,1,Понедельник,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,1,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,1,Понедельник,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,1,Понедельник,15:10-16:45,Числитель,История России доц. Лавлинский С.А. 505П
1 курс,4 группа,1,Понедельник,15:10-16:45,Знаменатель,История России доц. Лавлинский С.А. 505П
1 курс,4 группа,1,Понедельник,8:00 - 9:35,Числитель,Ин.яз. преп. Землянухина В.А. 309П
1 курс,4 группа,1,Понедельник,8:00 - 9:35,Знаменатель,Ин.яз. преп. Землянухина В.А. 309П
1 курс,4 группа,1,Понедельник,9:45 - 11:20,Знаменатель,Язык Си асс. Фролова В.В. 387
1 курс,4 группа,1,Пятница,11:30-13:05,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,1,Пятница,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,1,Пятница,13:25-15:00,Числитель,Дискретная математика доц. Попов М.И. 479
1 курс,4 группа,1,Пятница,13:25-15:00,Знаменатель,Дискретная математика доц. Попов М.И. 479
1 курс,4 группа,1,Пятница,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,4 группа,1,Пятница,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,4 группа,1,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,4 группа,1,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,4 группа,1,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,4 группа,1,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,4 группа,1,Среда,18:40-20:00,Числитель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,4 группа,1,Среда,18:40-20:00,Знаменатель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,4 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,4 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,4 группа,1,Суббота,13:25-15:00,Числитель,Ин.яз. преп. Землянухина В.А. (ДО)
1 курс,4 группа,1,Суббота,13:25-15:00,Знаменатель,Основы права и противодействие противоправному поведению преп. Лаврёнов Н.А. (ДО)
1 курс,4 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,4 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,4 группа,1,Четверг,11:30-13:05,Числитель,Математический анализ доц. Некрасова Н.Н. 477
1 курс,4 группа,1,Четверг,11:30-13:05,Знаменатель,Математический анализ доц. Некрасова Н.Н. 477
1 курс,4 группа,1,Четверг,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,4 группа,1,Четверг,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,4 группа,1,Четверг,15:10-16:45,Числитель,Введение в специальность доц. Крыловецкий А.А. 479
1 курс,4 группа,1,Четверг,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,4 группа,1,Четверг,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,4 группа,2,Вторник,13:25-15:00,Числитель,Физическая культура и спорт
1 курс,4 группа,2,Вторник,13:25-15:00,Знаменатель,Физическая культура и спорт
1 курс,4 группа,2,Вторник,15:10-16:45,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 383
1 курс,4 группа,2,Вторник,15:10-16:45,Знаменатель,Web-техн. асс. Соколов В.А. 293
1 курс,4 группа,2,Вторник,16:55-18:30,Числитель,АиСД асс. Чиркин А.Ю. 291
1 курс,4 группа,2,Вторник,16:55-18:30,Знаменатель,АиСД асс. Чиркин А.Ю. 314П
1 курс,4 группа,2,Вторник,18:40-20:00,Числитель,Ин.яз. преп. Землянухина В.А. 309П
1 курс,4 группа,2,Вторник,18:40-20:00,Знаменатель,Ин.яз. преп. Землянухина В.А. 309П
1 курс,4 группа,2,Понедельник,11:30-13:05,Числитель,Архитектура ЭВМ доц. Ветохин В.В. 295
1 курс,4 группа,2,Понедельник,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,2,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,2,Понедельник,13:25-15:00,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,2,Понедельник,15:10-16:45,Числитель,История России доц. Лавлинский С.А. 505П
1 курс,4 группа,2,Понедельник,15:10-16:45,Знаменатель,История России доц. Лавлинский С.А. 505П
1 курс,4 группа,2,Пятница,11:30-13:05,Числитель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,2,Пятница,11:30-13:05,Знаменатель,Алгебра и геометрия доц. Чуракова Т.А. 477
1 курс,4 группа,2,Пятница,13:25-15:00,Числитель,Дискретная математика доц. Попов М.И. 479
1 курс,4 группа,2,Пятница,13:25-15:00,Знаменатель,Дискретная математика доц. Попов М.И. 479
1 курс,4 группа,2,Пятница,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,4 группа,2,Пятница,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,4 группа,2,Пятница,9:45 - 11:20,Знаменатель,Язык Си асс. Фролова В.В. 384
1 курс,4 группа,2,Среда,15:10-16:45,Числитель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,4 группа,2,Среда,15:10-16:45,Знаменатель,Основы права и противодействие противоправному поведению доц. Малиновская Н.В. (ДО)
1 курс,4 группа,2,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,4 группа,2,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,4 группа,2,Среда,18:40-20:00,Числитель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,4 группа,2,Среда,18:40-20:00,Знаменатель,Архитектура ЭВМ доц. Толстобров А.П. (ДО)
1 курс,4 группа,2,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,4 группа,2,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,4 группа,2,Суббота,13:25-15:00,Знаменатель,Основы права и противодействие противоправному поведению преп. Лаврёнов Н.А. (ДО)
1 курс,4 группа,2,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,4 группа,2,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,4 группа,2,Четверг,11:30-13:05,Числитель,Математический анализ доц. Некрасова Н.Н. 477
1 курс,4 группа,2,Четверг,11:30-13:05,Знаменатель,Математический анализ доц. Некрасова Н.Н. 477
1 курс,4 группа,2,Четверг,13:25-15:00,Числитель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,4 группа,2,Четверг,13:25-15:00,Знаменатель,Дискретная математика проф. Кургалин С.Д. 477
1 курс,4 группа,2,Четверг,15:10-16:45,Числитель,Введение в специальность доц. Крыловецкий А.А. 479
1 курс,4 группа,2,Четверг,15:10-16:45,Знаменатель,Ин.яз. преп. Землянухина В.А. 303П
1 курс,4 группа,2,Четверг,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,4 группа,2,Четверг,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,5 группа,1,Вторник,11:30-13:05,Числитель,Язык Си доц. Чернышов М.К. 387
1 курс,5 группа,1,Вторник,11:30-13:05,Знаменатель,Ин.яз. доц. Стрельникова М.А. 314П
1 курс,5 группа,1,Вторник,13:25-15:00,Числитель,Математический анализ ст.преп. Пашкевич А.А. 479
1 курс,5 группа,1,Вторник,13:25-15:00,Знаменатель,Математический анализ ст.преп. Пашкевич А.А. 479
1 курс,5 группа,1,Вторник,15:10-16:45,Числитель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. 384
1 курс,5 группа,1,Вторник,15:10-16:45,Знаменатель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. 384
1 курс,5 группа,1,Вторник,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,5 группа,1,Вторник,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,5 группа,1,Вторник,9:45 - 11:20,Числитель,АиСД ст.преп. Соломатин Д.И. 295
1 курс,5 группа,1,Вторник,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 380
1 курс,5 группа,1,Понедельник,11:30-13:05,Числитель,Дискретная математика доц. Каверина В.К. 305П
1 курс,5 группа,1,Понедельник,11:30-13:05,Знаменатель,Дискретная математика доц. Каверина В.К. 305П
1 курс,5 группа,1,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Атанов А.В. 380
1 курс,5 группа,1,Понедельник,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,5 группа,1,Понедельник,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,5 группа,1,Понедельник,9:45 - 11:20,Числитель,МЛ и ТА ст.преп. Пашкевич А.А. 297
1 курс,5 группа,1,Понедельник,9:45 - 11:20,Знаменатель,Ин.яз. доц. Стрельникова М.А. 309П
1 курс,5 группа,1,Пятница,11:30-13:05,Числитель,Дискретная математика доц. Каверина В.К. 479
1 курс,5 группа,1,Пятница,11:30-13:05,Знаменатель,Дискретная математика доц. Каверина В.К. 479
1 курс,5 группа,1,Пятница,13:25-15:00,Числитель,Архитектура ВС доц. Ветохин В.В. 295
1 курс,5 группа,1,Пятница,13:25-15:00,Знаменатель,Архитектура ВС доц. Ветохин В.В. 295
1 курс,5 группа,1,Пятница,8:00 - 9:35,Числитель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,5 группа,1,Пятница,8:00 - 9:35,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,5 группа,1,Пятница,9:45 - 11:20,Числитель,МЛ и ТА ст.преп. Пашкевич А.А. 479
1 курс,5 группа,1,Пятница,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,5 группа,1,Среда,15:10-16:45,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,1,Среда,15:10-16:45,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,1,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,5 группа,1,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,5 группа,1,Среда,18:40-20:00,Числитель,Архитектура вычислительных систем доц. Толстобров А.П. (ДО)
1 курс,5 группа,1,Среда,18:40-20:00,Знаменатель,Архитектура вычислительных систем доц. Толстобров А.П. (ДО)
1 курс,5 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,1,Суббота,8:00 - 9:35,Числитель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,1,Суббота,8:00 - 9:35,Знаменатель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,1,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,1,Четверг,11:30-13:05,Числитель,Ин.яз. доц. Стрельникова М.А. 381
1 курс,5 группа,1,Четверг,13:25-15:00,Числитель,Web-техн. асс. Соколов В.А. 387
1 курс,5 группа,1,Четверг,13:25-15:00,Знаменатель,АиСД ст.преп. Соломатин Д.И. 293
1 курс,5 группа,1,Четверг,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,5 группа,1,Четверг,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,5 группа,2,Вторник,11:30-13:05,Числитель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. 384
1 курс,5 группа,2,Вторник,11:30-13:05,Знаменатель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. 384
1 курс,5 группа,2,Вторник,13:25-15:00,Числитель,Математический анализ ст.преп. Пашкевич А.А. 479
1 курс,5 группа,2,Вторник,13:25-15:00,Знаменатель,Математический анализ ст.преп. Пашкевич А.А. 479
1 курс,5 группа,2,Вторник,15:10-16:45,Знаменатель,Язык Си доц. Чернышов М.К. 385
1 курс,5 группа,2,Вторник,16:55-18:30,Числитель,Физическая культура и спорт
1 курс,5 группа,2,Вторник,16:55-18:30,Знаменатель,Физическая культура и спорт
1 курс,5 группа,2,Вторник,9:45 - 11:20,Числитель,АиСД ст.преп. Соломатин Д.И. 295
1 курс,5 группа,2,Вторник,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 380
1 курс,5 группа,2,Понедельник,11:30-13:05,Числитель,Дискретная математика доц. Каверина В.К. 305П
1 курс,5 группа,2,Понедельник,11:30-13:05,Знаменатель,Дискретная математика доц. Каверина В.К. 305П
1 курс,5 группа,2,Понедельник,13:25-15:00,Числитель,Алгебра и геометрия доц. Атанов А.В. 380
1 курс,5 группа,2,Понедельник,13:25-15:00,Знаменатель,Ин.яз. доц. Стрельникова М.А. 308П
1 курс,5 группа,2,Понедельник,15:10-16:45,Числитель,Ин.яз. доц. Стрельникова М.А. 303П
1 курс,5 группа,2,Понедельник,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,5 группа,2,Понедельник,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,5 группа,2,Понедельник,9:45 - 11:20,Числитель,Ин.яз. доц. Стрельникова М.А. 309П
1 курс,5 группа,2,Понедельник,9:45 - 11:20,Знаменатель,МЛ и ТА ст.преп. Пашкевич А.А. 314П
1 курс,5 группа,2,Пятница,11:30-13:05,Числитель,Дискретная математика доц. Каверина В.К. 479
1 курс,5 группа,2,Пятница,11:30-13:05,Знаменатель,Дискретная математика доц. Каверина В.К. 479
1 курс,5 группа,2,Пятница,13:25-15:00,Числитель,Архитектура ВС доц. Ветохин В.В. 295
1 курс,5 группа,2,Пятница,13:25-15:00,Знаменатель,Архитектура ВС доц. Ветохин В.В. 295
1 курс,5 группа,2,Пятница,8:00 - 9:35,Числитель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,5 группа,2,Пятница,8:00 - 9:35,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,5 группа,2,Пятница,9:45 - 11:20,Числитель,МЛ и ТА ст.преп. Пашкевич А.А. 479
1 курс,5 группа,2,Пятница,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,5 группа,2,Среда,15:10-16:45,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,2,Среда,15:10-16:45,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,2,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,5 группа,2,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,5 группа,2,Среда,18:40-20:00,Числитель,Архитектура вычислительных систем доц. Толстобров А.П. (ДО)
1 курс,5 группа,2,Среда,18:40-20:00,Знаменатель,Архитектура вычислительных систем доц. Толстобров А.П. (ДО)
1 курс,5 группа,2,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,2,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,5 группа,2,Суббота,8:00 - 9:35,Числитель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,2,Суббота,8:00 - 9:35,Знаменатель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,2,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,2,Суббота,9:45 - 11:20,Знаменатель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
1 курс,5 группа,2,Четверг,11:30-13:05,Знаменатель,АиСД ст.преп. Соломатин Д.И. 381
1 курс,5 группа,2,Четверг,13:25-15:00,Знаменатель,Web-техн. асс. Соколов В.А. 381
1 курс,5 группа,2,Четверг,15:10-16:45,Числитель,Физическая культура и спорт
1 курс,5 группа,2,Четверг,15:10-16:45,Знаменатель,Физическая культура и спорт
1 курс,6 группа,1,Вторник,13:25-15:00,Числитель,Физическая культура и спорт
1 курс,6 группа,1,Вторник,13:25-15:00,Знаменатель,Физическая культура и спорт
1 курс,6 группа,1,Вторник,8:00 - 9:35,Числитель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,6 группа,1,Вторник,8:00 - 9:35,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,6 группа,1,Вторник,9:45 - 11:20,Числитель,Математический анализ ст.преп. Пашкевич А.А. 505П
1 курс,6 группа,1,Вторник,9:45 - 11:20,Знаменатель,Математический анализ ст.преп. Пашкевич А.А. 505П
1 курс,6 группа,1,Понедельник,11:30-13:05,Знаменатель,МЛ и ТА ст.преп. Пашкевич А.А. 385
1 курс,6 группа,1,Понедельник,13:25-15:00,Числитель,История России доц. Лавлинский С.А. 307П
1 курс,6 группа,1,Понедельник,13:25-15:00,Знаменатель,История России доц. Лавлинский С.А. 505П
1 курс,6 группа,1,Понедельник,15:10-16:45,Числитель,Основы работы в ОС Linux ст.преп. Нужных А.В. 383
1 курс,6 группа,1,Понедельник,15:10-16:45,Знаменатель,Основы работы в ОС Linux ст.преп. Нужных А.В. 383
1 курс,6 группа,1,Понедельник,8:00 - 9:35,Числитель,Математический анализ доц. Сирота Е.А. 477
1 курс,6 группа,1,Понедельник,8:00 - 9:35,Знаменатель,Математический анализ доц. Сирота Е.А. 477
1 курс,6 группа,1,Понедельник,9:45 - 11:20,Числитель,Язык Си асс. Фролова В.В. 387
1 курс,6 группа,1,Понедельник,9:45 - 11:20,Знаменатель,АиСД асс. Миронова А.С. 301П
1 курс,6 группа,1,Пятница,11:30-13:05,Числитель,Дискретная математика доц. Каверина В.К. 479
1 курс,6 группа,1,Пятница,11:30-13:05,Знаменатель,Дискретная математика доц. Каверина В.К. 479
1 курс,6 группа,1,Пятница,13:25-15:00,Числитель,Дискретная математика доц. Каверина В.К. 292
1 курс,6 группа,1,Пятница,13:25-15:00,Знаменатель,Дискретная математика доц. Каверина В.К. 292
1 курс,6 группа,1,Пятница,15:10-16:45,Знаменатель,Ин.яз. преп. Семенов В.П. 309П
1 курс,6 группа,1,Пятница,8:00 - 9:35,Числитель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,6 группа,1,Пятница,8:00 - 9:35,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,6 группа,1,Пятница,9:45 - 11:20,Числитель,МЛ и ТА ст.преп. Пашкевич А.А. 479
1 курс,6 группа,1,Пятница,9:45 - 11:20,Знаменатель,Алгебра и геометрия доц. Атанов А.В. 479
1 курс,6 группа,1,Среда,16:55-18:30,Числитель,Web-технологии доц. Сычев А.В. (ДО)
1 курс,6 группа,1,Среда,16:55-18:30,Знаменатель,Язык программирования Си доц. Чернышов М.К. (ДО)
1 курс,6 группа,1,Среда,18:40-20:00,Числитель,Архитектура вычислительных систем доц. Толстобров А.П. (ДО)
1 курс,6 группа,1,Среда,18:40-20:00,Знаменатель,Архитектура вычислительных систем доц. Толстобров А.П. (ДО)
1 курс,6 группа,1,Суббота,11:30-13:05,Числитель,История России доц. Лавлинский С.А. (ДО)
1 курс,6 группа,1,Суббота,11:30-13:05,Знаменатель,История России доц. Лавлинский С.А. (ДО)
1 курс,6 группа,1,Суббота,8:00 - 9:35,Числитель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. (ДО)
1 курс,6 группа,1,Суббота,8:00 - 9:35,Знаменатель,Основы работы в ОС Linux ст.преп. Соломатин Д.И. (ДО)
1 курс,6 группа,1,Суббота,9:45 - 11:20,Числитель,Алгоритмы и структуры данных ст.преп. Соломатин Д.И. (ДО)
